agencyCode,agencyName,bureauCode,currentUII,investmentTitle,date,analysisResults,analysisConclusion,updatedTime
015,"Department of the Treasury",12,015-999990063,"Agency Accounting Services (AAS)",2021-12-31,"It is recommended that the AAS Investment continue to be funded in order to support activities to expand the adoption of financial management shared services and improve the customer onboarding process. This will also allow the investment to execute key functional and capability enhancements.","initiate remediation action","2022-09-21 13:25:14"
015,"Department of the Treasury",12,015-000200344,"Fiscal IT Data Center/Cloud",2021-08-13,"Not applicable due to the FY 2020 restructuring of the Standard Investments portfolio for Total Cost of Ownership (TCO) cost distribution to Mission related Investments.","continue as-is","2023-02-28 15:19:37"
015,"Department of the Treasury",12,015-000000026,"Debt Collection Services (DCS)",2021-08-10,"The Debt Collections Services Investment met or exceeded the targets in the majority of the performance metrics.   The recommendation to enhance is being driven by the need to remediate and/or innovate the existing system.","initiate remediation action","2022-09-21 13:28:37"
015,"Department of the Treasury",12,015-000000034,"Automated Standard Application for Payments (ASAP)",2021-12-31,"It is the recommendation of the ASAP Management Team to continue with all planned ASAP development and investment activities. Additionally, ASAP will add new functionality to meet mandatory requirements and modernize the system to continue alignment with Department and Bureau strategic direction. Finally, ASAP will remain open to enhancement opportunities that may be required by customers and/or changing business environment(s) and regulatory needs.","initiate remediation action","2022-09-21 13:25:18"
015,"Department of the Treasury",45,015-000000348,"IRS Telecommunications Systems and Support (TSS)",2021-03-22,"Business Owner indicated TSS continues to use cutting-edge automation and advanced technologies to make interactions more efficient.
PM stated the increase from FY 2019 actuals to FY 2020 planned is due to Enterprise Infrastructure Solutions (EIS) being part of the FY 2020 planned budget.","initiate modernization/replacement action","2022-09-21 13:33:05"
015,"Department of the Treasury",45,015-000200053,"Web Applications",2021-03-22,"Business Owner-1: Initiate Innovation Action – Improve communication and collaboration with business, and ensure the business leads prioritization rather than IT.
Business Owner-2: Initiate Innovation Action – Improvements to secure access will lead to the needed improvements for this tool.

From the PM - Web Apps is a mixed-lifecycle investment with BSM and O&M funding. It is expected to continue.","initiate innovation action","2022-09-21 13:34:01"
015,"Department of the Treasury",12,015-000000039,"Tax Collection Services (TCS)",2021-04-12,"TCS is new with FY21 and consolidates EFTPS & T2C for CPIC reporting. The OA results were done for EFTPS  which will continue with only required DME updates. 
The goal to deliver a modern, reliable and user-friendly tax collections service which includes business process workflow and technology improvements.","initiate modernization/replacement action","2022-09-21 13:33:59"
015,"Department of the Treasury",12,015-000200344,"Fiscal IT Data Center/Cloud",2021-08-13,"Not applicable due to the FY 2020 restructuring of the Standard Investments portfolio for Total Cost of Ownership (TCO) cost distribution to Mission related Investments.","continue as-is","2022-09-21 13:30:56"
015,"Department of the Treasury",12,015-000200348,"Fiscal IT End User",2021-08-13,"Not applicable due to FY 2021 restructuring of the Standard Investments portfolio for Total Cost of Ownership (TCO) cost distribution to Mission related investments.","continue as-is","2022-09-21 13:31:44"
015,"Department of the Treasury",04,015-000000040,"BSA Mission Systems Support",2015-07-29,"In 2015, FinCEN was in its first full year of Operations and Maintenance for the BSA IT Modernization investment. The total funding in the previous business case was $23.542M, with most of the budget dedicated to maintenance of the technical infrastructure and mission-essential applications, as well as data center hosting costs. Since FY2015, FinCEN has allocated a small percentage ($1-$1.5M) per year for DME and reported on those via SPIKE. FinCEN will complete an operational analysis on the new major investment in Q3 FY2021 to baseline the new business case.","continue as-is","2022-09-21 13:26:33"
