agencyCode,agencyName,currentUII,investmentName,contractPIID,referencePIID,updatedTime
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line",1333BJ21F00280035,P23011,"2023-09-14 17:25:05"
006,"Department of Commerce",006-000702300,"NIST IT Management",1333ND21FNB180306,1333ND21FNB180306,"2023-03-09 07:48:48"
006,"Department of Commerce",006-000000116,"NIST End User (EU)",1333ND23FNB180009,1333ND23FNB180009,"2023-03-09 07:48:54"
006,"Department of Commerce",006-000000117,"NIST Network (NET)",1333ND21FNB180311,1333ND21FNB180311,"2023-03-09 07:48:55"
006,"Department of Commerce",006-000000116,"NIST End User (EU)",1333ND22CNB180006,1333ND22CNB180006,"2023-03-09 07:48:53"
006,"Department of Commerce",006-000000133,"NIST Delivery (DEL)",1333ND19FNB180024,1333ND19FNB180024,"2023-03-09 07:48:49"
006,"Department of Commerce",006-000708100,"NIST Mission IT Support",1333ND21FNB180236,1333ND21FNB180236,"2023-03-09 07:55:15"
006,"Department of Commerce",006-000000114,"NIST Data Center and Cloud (DCC)",1333ND23FNB180083,1333ND23FNB180083,"2023-03-09 07:48:51"
006,"Department of Commerce",006-000708100,"NIST Mission IT Support",1333ND22FNB180358,1333ND22FNB180358,"2023-03-09 07:55:15"
006,"Department of Commerce",006-000320500,"NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS).",NNG15SC70B,,"2023-07-27 07:49:11"
006,"Department of Commerce",006-000000116,"NIST End User (EU)",1333ND23FNB180040,1333ND23FNB180040,"2023-03-09 07:48:53"
006,"Department of Commerce",006-000708100,"NIST Mission IT Support",1331L521FNB180175,1331L521FNB180175,"2023-03-09 07:55:14"
006,"Department of Commerce",006-000000117,"NIST Network (NET)",1331L522FNB180257,1331L522FNB180257,"2023-03-09 07:48:53"
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line",1333BJ21F00280037,P23006,"2023-07-27 07:55:47"
006,"Department of Commerce",006-000000114,"NIST Data Center and Cloud (DCC)",1333ND22FNB180223,1333ND22FNB180223,"2023-03-09 07:48:53"
006,"Department of Commerce",006-000402400,"Census - 2020 Decennial Census, FY 2019 - FY 2023",YA132314NC0058,YA132314NC0058,"2023-02-22 07:08:38"
006,"Department of Commerce",006-000708100,"NIST Mission IT Support",1331L522FNB180333,1331L522FNB180333,"2023-03-09 07:55:15"
006,"Department of Commerce",006-000000081,"USPTO Application (APP)",1333BJ21F00280013,P23006,"2023-02-28 10:54:23"
006,"Department of Commerce",006-000400900,"Census - Geographic Support Program (GSP)",1333LB23F00000141,,"2023-07-27 07:43:50"
006,"Department of Commerce",006-000000135,"Census - Data Ingest and Collection for the Enterprise (DICE)",1333LB21F00000303,,"2023-02-17 16:09:09"
006,"Department of Commerce",006-000000116,"NIST End User (EU)",1333ND21FNB180202,1333ND21FNB180202,"2023-03-09 07:48:52"
006,"Department of Commerce",006-000000114,"NIST Data Center and Cloud (DCC)",1333ND21FNB180165,1333ND21FNB180165,"2023-03-09 07:48:51"
006,"Department of Commerce",006-000207600,"NTIS IT Security Office",1331L522F13420576,1331L522F13420576,"2023-03-14 07:11:40"
006,"Department of Commerce",006-000000114,"NIST Data Center and Cloud (DCC)",1333ND22FNB180271,1333ND22FNB180271,"2023-03-09 07:48:53"
006,"Department of Commerce",006-000708100,"NIST Mission IT Support",1333ND21PNB180374,1333ND21PNB180374,"2023-03-09 07:55:16"
006,"Department of Commerce",006-000400500,"Census - Demographic Surveys Statistical IT Support",1333LB22C00000009,1333LB22C00000009,"2023-02-22 07:08:38"
006,"Department of Commerce",006-000804900,"USPTO IT Security and Compliance (ITSC)",1333BJ20F00283012,P23003,"2023-02-22 07:01:12"
006,"Department of Commerce",006-000000133,"NIST Delivery (DEL)",1333ND21FNB180068,1333ND21FNB180068,"2023-03-09 07:48:50"
006,"Department of Commerce",006-000401500,"Census - Other Financial Management",1333LB22F00000018,,"2023-02-22 07:08:38"
006,"Department of Commerce",006-000000133,"NIST Delivery (DEL)",1333ND21FNB180101,1333ND21FNB180101,"2023-03-09 07:48:49"
006,"Department of Commerce",006-000000116,"NIST End User (EU)",1333ND22FNB180140,1333ND22FNB180140,"2023-03-09 07:48:54"
006,"Department of Commerce",006-000708100,"NIST Mission IT Support",1333ND21PNB180146,1333ND21PNB180146,"2023-03-09 07:55:13"
006,"Department of Commerce",006-000000134,"NIST Platform (PL)",1333ND23FNB180026,1333ND23FNB180026,"2023-03-09 07:48:50"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line",1333BJ21F00284008,P23004,"2023-03-07 14:58:54"
006,"Department of Commerce",006-000041200,"OS OHRM NFC Fee for Service",1301-23-SA-00079,1301-23-SA-00079,"2023-03-07 15:15:14"
006,"Department of Commerce",006-000000116,"NIST End User (EU)",1333ND22FNB180413,1333ND22FNB180413,"2023-03-09 07:48:55"
006,"Department of Commerce",006-000000114,"NIST Data Center and Cloud (DCC)",1333ND22PNB180202,1333ND22PNB180202,"2023-03-09 07:48:54"
006,"Department of Commerce",006-000000114,"NIST Data Center and Cloud (DCC)",1333ND20PNB670174,1333ND20PNB670174,"2023-03-09 07:48:49"
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line",1333BJ21F00280037,P23006,"2023-07-27 07:55:47"
006,"Department of Commerce",006-000000117,"NIST Network (NET)",1331L522FNB180287,1331L522FNB180287,"2023-03-09 07:48:52"
024,"Department of Homeland Security",024-000007002,"FEMA - Enterprise Data and Analytics Modernization Initiative (EDAMI)",70FA3023F00000385,HSHQDC13D00019,"2023-08-30 00:07:07"
024,"Department of Homeland Security",024-000009561,"CBP - Arrival and Departure Information System (ADIS)",70B02C22F00000393,47QTCK18D0027,"2023-06-26 00:00:38"
024,"Department of Homeland Security",024-000000610,"DHS - Financial Systems Modernization - Trio",70RDAD23FR0000042,HSHQDC13D00017,"2023-08-30 00:07:09"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B04C22C00000102,,"2023-07-27 11:16:05"
024,"Department of Homeland Security",024-000005284,"CBP - Unified Immigration Portal (UIP)",70B04C23F00000213,GS00Q14OADU113,"2023-07-27 11:16:21"
024,"Department of Homeland Security",024-000007400,"FEMA - IT Security",70FA3123F00000027,75N98120D00208,"2023-08-30 00:11:07"
024,"Department of Homeland Security",024-000005908,"FLETC - Application",70LGLY22FSSB00119,HSHQDC13D00019,"2023-03-05 22:48:50"
024,"Department of Homeland Security",024-000000038,"DHS - Data Framework",70RTAC20FC0000033,70RTAC19A00000009,"2023-08-30 00:11:16"
024,"Department of Homeland Security",024-000005257,"CBP - Revenue Modernization (RevMod)",70B01C23F00000230,70B01C22A00000028,"2023-05-22 16:40:19"
024,"Department of Homeland Security",024-000005257,"CBP - Revenue Modernization (RevMod)",70B01C23F00000054,70B01C22A00000028,"2023-05-22 16:40:18"
024,"Department of Homeland Security",024-000005053,"CBP - Automated Commercial Environment (ACE)",70B04C23F00000244,NNG15SC73B,"2023-05-22 16:40:15"
024,"Department of Homeland Security",024-000009102,"DHS - CIO - Homeland Security Information Network (HSIN)",70RTAC22FR0000036,47QTCH18D0016,"2023-05-22 16:40:14"
024,"Department of Homeland Security",024-000009102,"DHS - CIO - Homeland Security Information Network (HSIN)",70RTAC23FR0000029,47QTCB22D0510,"2023-05-22 16:40:15"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02023F7500N004,47QTCK18D0044,"2023-07-27 11:16:01"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02023C7554N001,,"2023-07-27 11:16:02"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02023F7500N005,47QTCK18D0031,"2023-07-27 11:16:02"
024,"Department of Homeland Security",024-000009614,"CISA - Application",70RCSJ22FR0000013,NNG15SD13B,"2023-03-31 13:01:39"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T03023F7667N014,NNG15SC71B,"2023-04-24 16:03:46"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T03023F7500N001,NNG15SC73B,"2023-04-24 16:03:45"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T03023F7667N012,NNG15SC59B,"2023-04-24 16:03:46"
024,"Department of Homeland Security",024-000005908,"FLETC - Application",70LGLY22FSSB00119,HSHQDC13D00019,"2023-03-31 13:01:33"
024,"Department of Homeland Security",024-000001066,"DHS - CSO - HSPD-12",70RDAD23FC0000045,70RDAD21A00000010,"2023-06-25 23:52:29"
024,"Department of Homeland Security",024-000007123,"FEMA - Network SATCOM NCP",70B04C19D00000029,70FA5023F00000013,"2023-07-27 11:11:28"
024,"Department of Homeland Security",024-000005053,"CBP - Automated Commercial Environment (ACE)",70B04C23F00000074,47QTCK18D0036,"2023-08-30 00:07:01"
024,"Department of Homeland Security",024-000005710,"TSA - Credential Authentication Technology (CAT)",70T04023F7672N011,70T04023D7672N001,"2023-05-22 16:40:19"
024,"Department of Homeland Security",024-999994100,"FEMA - Disaster Assistance Information Services (DAIS)",70FA4023F00000289,HSHQDC13D00017,"2023-07-27 11:16:11"
024,"Department of Homeland Security",024-000009606,"CISA - Vulnerability Management (VM)",70QS0122F00000006,70QS0120A00000009,"2023-03-31 12:56:03"
024,"Department of Homeland Security",024-000009606,"CISA - Vulnerability Management (VM)",70RCSA22C00000008,,"2023-03-31 12:56:04"
024,"Department of Homeland Security",024-000009606,"CISA - Vulnerability Management (VM)",70QS0120F00000017,70QS0120A00000009,"2023-03-31 12:56:04"
024,"Department of Homeland Security",024-000005265,"CBP - Biometric Entry-Exit",70B04C21F00000993,70B04C20A00000008,"2023-07-27 11:16:18"
024,"Department of Homeland Security",024-000009606,"CISA - Vulnerability Management (VM)",70RCSA22C00000009,,"2023-03-31 12:56:05"
024,"Department of Homeland Security",024-000005265,"CBP - Biometric Entry-Exit",70B03C23F00000456,70RDAD21A00000010,"2023-07-27 11:16:18"
024,"Department of Homeland Security",024-000009606,"CISA - Vulnerability Management (VM)",70QS0122F00000005,70QS0120A00000009,"2023-03-31 12:56:05"
024,"Department of Homeland Security",024-000005284,"CBP - Unified Immigration Portal (UIP)",70B04C22F00001391,NNG15SD02B,"2023-03-31 12:56:06"
024,"Department of Homeland Security",024-000005284,"CBP - Unified Immigration Portal (UIP)",70B04C23F00000031,HSHQDC12D00012,"2023-03-31 12:56:06"
024,"Department of Homeland Security",024-000009627,"CISA - Threat Hunting Integrated Services (THIS)",NNG15SC78B,70QS0121f0000006,"2023-03-31 12:56:07"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02023F7503N001,47QRAD20D8156,"2023-03-31 12:56:01"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02023F7500N001,47QRAD20D1175,"2023-03-31 12:56:01"
024,"Department of Homeland Security",024-000007547,"FEMA - Grants Management Modernization",70FA3123F00000044,GS35F0580X,"2023-08-30 00:07:08"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02023F7554N004,GS35F295DA,"2023-06-26 00:00:37"
024,"Department of Homeland Security",024-000007001,"FEMA - Integrated Public Alert & Warning System (IPAWS)",70FA5023F00000010,70FA5023A00000001,"2023-05-22 16:40:16"
024,"Department of Homeland Security",024-000007001,"FEMA - Integrated Public Alert & Warning System (IPAWS)",70FA5023F00000037,70FA5023A00000001,"2023-05-22 16:40:17"
024,"Department of Homeland Security",024-000007001,"FEMA - Integrated Public Alert & Warning System (IPAWS)",70FA5023F00000023,70FA5023A00000001,"2023-05-22 16:40:16"
024,"Department of Homeland Security",024-000009102,"DHS - CIO - Homeland Security Information Network (HSIN)",70RTAC23FR0000074,47QTCA20D00D7,"2023-08-30 00:07:00"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B04C21C00000014,,"2023-07-27 11:16:06"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B02C22F00000393,47QTCK18D0027,"2023-07-27 11:16:06"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B06C23F00000397,70B04C18A00000056,"2023-07-27 11:16:07"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B03C23F00000456,70RDAD21A00000010,"2023-07-27 11:16:06"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B04C20F00001359,47QTCK18D0001,"2023-07-27 11:16:08"
024,"Department of Homeland Security",024-000000591,"DHS - CIO - Homeland Security Enterprise Network (HSEN)",70RTAC22FR0000075,47QTCA19D00AS,"2023-03-31 13:01:22"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B03C20F00001458,47QTCA20D001Z,"2023-07-27 11:16:07"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B04C22P00000423,,"2023-07-27 11:16:09"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B03C21F00000774,GS10F179AA,"2023-07-27 11:16:08"
024,"Department of Homeland Security",024-000005713,"TSA - CheckPoint Property Screening System (CPSS)",70T04023F7672N007,70T04023G7672N001,"2023-07-27 11:16:20"
024,"Department of Homeland Security",024-000005116,"CBP - Land Border Integration",70B03C23F00000456,70RDAD21A00000010,"2023-07-27 11:16:05"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02022C7500N002,,"2023-07-27 11:16:03"
024,"Department of Homeland Security",024-000005605,"TSA - Secure Flight",70T02023F7500N006,HSHQDC12D00011,"2023-07-27 11:16:03"
024,"Department of Homeland Security",024-000005713,"TSA - CheckPoint Property Screening System (CPSS)",70T04023F7672N006,70T04023G7672N004,"2023-07-27 11:16:20"
024,"Department of Homeland Security",024-000005713,"TSA - CheckPoint Property Screening System (CPSS)",70T04023F7672N005,70T04021G7672N001,"2023-07-27 11:16:19"
024,"Department of Homeland Security",024-000007129,"FEMA - Network IGS NCP",70FA5022P00000099,,"2023-07-27 11:11:29"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B02C19C00000093,,"2023-07-27 11:16:09"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B01C22P00000612,,"2023-07-27 11:16:10"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B02C22F00001210,70RSAT20D00000001,"2023-07-27 11:16:10"
024,"Department of Homeland Security",024-000005119,"CBP - Non-Intrusive Inspection (NII) Systems Program",70B03C23F00000428,70B03C22A00000036,"2023-07-27 11:16:11"
024,"Department of Homeland Security",024-000004070,"USSS - ITSI Application",70US0922F2GSA0015,GS35F462DA,"2023-08-30 00:11:27"
024,"Department of Homeland Security",024-000007547,"FEMA - Grants Management Modernization",70FA2022F00000099,70FA2022A00000001,"2023-05-22 16:40:17"
024,"Department of Homeland Security",024-000007002,"FEMA - Enterprise Data and Analytics Modernization Initiative (EDAMI)",HSHQDC13D00023,,"2023-03-31 12:56:02"
024,"Department of Homeland Security",024-000000551,"DHS - Geospatial Services",70RTAC22FC0000044,70RTAC19A00000013,"2023-07-27 11:11:28"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T03023F7667N010,70RTAC21A00000001,"2023-07-27 11:16:16"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T03021F7667N019,NNG15SD08B,"2023-07-27 11:16:16"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T03023F7500N001,NNG15SC73B,"2023-07-27 11:16:16"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T02023F7500N002,70RSAT20D00000001,"2023-07-27 11:16:14"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T02023F7500N005,47QTCK18D0031,"2023-07-27 11:16:14"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T02023F7500N006,HSHQDC12D00011,"2023-07-27 11:16:13"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T03023F7667N014,NNG15SC71B,"2023-07-27 11:16:15"
024,"Department of Homeland Security",024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",70T02022F7667N001,70SBUR18A00000007,"2023-07-27 11:16:15"
024,"Department of Homeland Security",024-000009561,"CBP - Arrival and Departure Information System (ADIS)",70B04C21F00000993,70B04C20A00000008,"2023-08-30 00:07:02"
024,"Department of Homeland Security",024-000005704,"TSA - Data Ctr., Cloud & HPC",70T03022F7667N003,47QTCK18D0030,"2023-05-22 16:36:05"
024,"Department of Homeland Security",024-000009540,"CISA - Next Generation Network Priority Services (NGN-PS)",70RCSA22FR0000043,47QRAA19D009V,"2023-05-22 16:36:04"
024,"Department of Homeland Security",024-000007547,"FEMA - Grants Management Modernization",70FA3021F00000502,75N98118D00023,"2023-05-22 16:40:18"
024,"Department of Homeland Security",024-000001066,"DHS - CSO - HSPD-12",70RDAD23FC0000006,70RDAD21A00000010,"2023-03-31 13:01:23"
024,"Department of Homeland Security",024-000007130,"FEMA - Network - FNARS - NCP",70FA5022F00000127,HSFE5017D0007,"2023-03-31 13:01:25"
024,"Department of Homeland Security",024-000007130,"FEMA - Network - FNARS - NCP",70FA5020F00000130,70B04C19D00000036,"2023-03-31 13:01:26"
024,"Department of Homeland Security",024-000007130,"FEMA - Network - FNARS - NCP",70FA5022P00000118,,"2023-03-31 13:01:26"
024,"Department of Homeland Security",024-000007130,"FEMA - Network - FNARS - NCP",70FA5022P00000121,,"2023-03-31 13:01:27"
024,"Department of Homeland Security",024-000007130,"FEMA - Network - FNARS - NCP",70FA5022P00000124,,"2023-03-31 13:01:28"
024,"Department of Homeland Security",024-000005269,"CBP - Data Center and Cloud",70B04C23F00000291,HSHQDC12D00015,"2023-08-30 00:11:17"
024,"Department of Homeland Security",024-000000610,"DHS - Financial Systems Modernization - Trio",70RTAC23FC0000007,70RTAC19A00000009,"2023-03-05 22:53:07"
024,"Department of Homeland Security",024-000005290,"CBP - Common Operating Picture",70B02C22F00001149,70B02C20D00000019,"2023-03-05 22:53:08"
