agencyCode,agencyName,currentUII,investmentName,investmentType,ratedDate,cioRating,comment,latestIndicator,updatedTime
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",2022-03-29,3,"The Patents Product Line investment continues to support the Patents business by creating additional products; retiring/decommissioning more legacy systems; and supporting Patents products operational activities. Accomplishments: Patent Center: Conducted additional training on how to file patent-related documents in DOCX format using Patent Center and EFS-Web. Trained 15,611 users. Implemented Auxiliary PDF initiative to allow more time for applicants to acclimate to DOCX filing and drive up adoption. Patent Exam Center: 6,602 of the 8,700 Patent Examiners have been trained on the new Search tool. Launched Public Search. This is the eventual replacement of PubEAST, PubWEST, AppFT, and PatFT. Patent Business and Content Management Services Maintenance and Enhancements: Deployed Office Correspondence (OC), Reed Technology and Information Services, Inc.,(RTIS) and EFSWeb Pilot components to Production.  Progressing as expected. ",N,"2022-03-29 16:43:05"
006,"Department of Commerce",006-000000117,"NIST Network (NET)","Standard IT Investments",2023-03-24,4,"This investment continues to support the provisioning of an enterprise-wide wide-area network (WAN), local-area network (LAN), and other network capabilities. NIST continues to support network operations by leveraging Enterprise Infrastructure Solutions (EIS).  This investment is progressing as expected. ",Y,"2023-03-28 11:47:32"
006,"Department of Commerce",006-000550600,"BIS IT Management","Standard IT Investments",2022-10-21,4,"The investment continues to manage, administer
and plan IT (services) for the enterprise including executive, management, strategic management, enterprise architecture, IT finance and vendor Management. IT Management is further focused on planning the migration of the networks and data center based on the guidance from the Department CIO. Investment is progressing as expected.",N,"2022-10-24 11:01:27"
006,"Department of Commerce",006-000403900,"Census - Center for Enterprise Dissemination Services and Consumer Information (CEDSCI).","Major IT Investments",2022-03-29,3,"The Program and the CEDSCI EDDE IT Platform project are dedicated to using customer feedback to develop innovative ways to improve customer with improved data and product displays, searches, and downloads accessible from census.gov and on mobile devices. Accomplishments: Completed Sprint 42.1 and Sprint 42.2 is 25%.  Program Increment 41 is 100% complete.  Program Increment 42 is  20% complete.  Released 4 datasets to data.census.gov.  The investment still has a risk exposure but has improved in reporting.",N,"2022-03-29 16:36:55"
006,"Department of Commerce",006-000000057,"BEA End User","Standard IT Investments",2023-03-21,5,"BEA continues to transform the customer experience by supporting the transition to Hybrid Work Environment, updating or replacing aging IT hardware and software, maintaining Help Desk support, and managing Mobile Device Management (MDM). Investment is progressing as expected. ",Y,"2023-03-23 15:53:10"
006,"Department of Commerce",006-000654000,"ITA Enterprise Cybersecurity","Standard IT Investments",2023-03-22,4,"This investment continues to support enterprise-wide cyber-security planning, management, oversight and operational activities. Additionally, the investment continues to limit direct access to ITA information systems to GFE and improve the terminal services access for indirect, non-GFE access. This investment is progressing as expected.",Y,"2023-03-23 15:56:18"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",2022-07-26,3,"The Patents Product Line investment continues to support the Patents business by creating additional products; retiring/decommissioning more legacy systems; and supporting Patents products operational activities. Selected Accomplishments Completed migration of Patent Center, EFS-Web and Private PAIR to Okta to reduce costs to the agency and align with the goal of moving to a cloud-oriented posture. Trained 16,555 users. Completed SLIC exception processing workflow. Initiated Advanced Search capability implemented in SLIC Export. Integrated with Event Hub (EAI Hub replacement), to ensure Event Hub delivery timeline is fully supported. Provided capability to process submissions from Softscan senders including NOSP, eFOSC, IBPX, and PTAS. Implemented AutoQC integration to support EFSWeb end-to-end processing. Completed training of TC 1600/1700 examiners to ready them for transition to Search.  8,259 of the 8,700 Patent Examiners have been trained on the new Search tool. Progressing with some risks and issues.",N,"2022-07-28 09:15:33"
006,"Department of Commerce",006-000805600,"USPTO Trademarks Product Line","Major IT Investments",2022-09-14,4,"The Trademark Product Line investment continues to maintain all Trademark legacy components across the product line and is in the process of developing modernized business and technical solutions to further improve the delivery of business value. Notable Accomplishments: The TEAS mandatory ID verification deployment on August 6, 2022, required all USPTO.gov account holders to verify (one time) their identities as a condition for filing electronic trademark forms.  Successfully deployed IDM related enhancements and defect fixes to production environment. Successfully deployed CMS related enhancements to production environment (DocMgmt, Synchronizer). Progressing with some reporting issues.",N,"2022-09-20 14:48:55"
006,"Department of Commerce",006-000702500,"NIST IT Security","Standard IT Investments",2022-10-21,5,"This investment continues to support IT security, compliance, disaster recovery and the provisioning of SOCs. Investment is progressing as expected.
",N,"2022-10-24 11:01:29"
006,"Department of Commerce",006-000403900,"Census - Center for Enterprise Dissemination Services and Consumer Information (CEDSCI).","Major IT Investments",2022-10-19,3,"The Program and the CEDSCI EDDE IT Platform project are dedicated to using customer feedback to develop innovative ways to improve customer with improved data and product displays, searches, and downloads accessible from census.gov and on mobile devices. Notable Accomplishments: Completed Sprint 45.1 and 45.2.  Released 2 dataset to census.gov. The investment still has a risk exposure contributing to the overall rating.",N,"2022-10-20 16:40:58"
006,"Department of Commerce",006-000000055,"BEA Network (NET)","Standard IT Investments",2023-03-24,4,"BEA continues to support network operations by leveraging Enterprise Infrastructure Solutions (EIS) for Network and Telecommunications, increase the use of Express Route and VPN Gateway, and maintenance of existing LAN and Network capabilities.",Y,"2023-03-28 11:47:32"
