agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
006,"Department of Commerce",006-07-0401-0,"Current Surveys and Programs",2023,"Funding Total",43.913738
006,"Department of Commerce",006-60-0550-0,"Salaries and Expenses",2023,"CIO Authority",29.393925
006,"Department of Commerce",006-60-0550-0,"Salaries and Expenses",2023,"Budget Authority",10.788615
006,"Department of Commerce",006-60-0550-0,"Salaries and Expenses",2023,"Funding Total",27.394062
006,"Department of Commerce",006-40-0201-0,"Minority Business Development",2023,"CIO Authority",1.453841
006,"Department of Commerce",006-40-0201-0,"Minority Business Development",2023,"Budget Authority",3.293268
006,"Department of Commerce",006-40-0201-0,"Minority Business Development",2023,"Funding Total",3.275422
006,"Department of Commerce",006-05-0120-0,"Salaries and Expenses",2023,"CIO Authority",42.065921
006,"Department of Commerce",006-05-0120-0,"Salaries and Expenses",2023,"Budget Authority",47.822983
006,"Department of Commerce",006-05-0120-0,"Salaries and Expenses",2023,"Funding Total",10.933935
006,"Department of Commerce",006-07-4512-0,"Census Working Capital Fund",2023,"CIO Authority",303.888908
006,"Department of Commerce",006-07-4512-0,"Census Working Capital Fund",2023,"Budget Authority",303.888908
006,"Department of Commerce",006-07-4512-0,"Census Working Capital Fund",2023,"Funding Total",342.428318
006,"Department of Commerce",006-55-4650-0,"Working Capital Fund",2023,"CIO Authority",22.436019
006,"Department of Commerce",006-55-4650-0,"Working Capital Fund",2023,"Budget Authority",22.019952
006,"Department of Commerce",006-55-4650-0,"Working Capital Fund",2023,"Funding Total",22.084641
006,"Department of Commerce",006-08-1500-0,"Salaries and Expenses",2023,"CIO Authority",26.869947
006,"Department of Commerce",006-08-1500-0,"Salaries and Expenses",2023,"Budget Authority",26.869947
006,"Department of Commerce",006-08-1500-0,"Salaries and Expenses",2023,"Funding Total",27.051456
006,"Department of Commerce",006-55-0515-0,"Construction of Research Facilities",2023,"CIO Authority",3.060641
006,"Department of Commerce",006-55-0515-0,"Construction of Research Facilities",2023,"Budget Authority",3
006,"Department of Commerce",006-55-0515-0,"Construction of Research Facilities",2023,"Funding Total",3.5
006,"Department of Commerce",006-55-0525-0,"Industrial Technology Services",2023,"CIO Authority",0.969512
006,"Department of Commerce",006-55-0525-0,"Industrial Technology Services",2023,"Budget Authority",98.492891
006,"Department of Commerce",006-55-0525-0,"Industrial Technology Services",2023,"Funding Total",0.969512
006,"Department of Commerce",006-60-8233-0,"Public Safety Trust Fund",2023,"CIO Authority",0
006,"Department of Commerce",006-60-8233-0,"Public Safety Trust Fund",2023,"Budget Authority",0
006,"Department of Commerce",006-60-8233-0,"Public Safety Trust Fund",2023,"Funding Total",0
006,"Department of Commerce",006-60-0554-9,"Broadband Technology Opportunities Program, Recovery Act",2023,"CIO Authority",0
006,"Department of Commerce",006-60-0554-9,"Broadband Technology Opportunities Program, Recovery Act",2023,"Budget Authority",0
006,"Department of Commerce",006-60-0554-9,"Broadband Technology Opportunities Program, Recovery Act",2023,"Funding Total",0
006,"Department of Commerce",006-48-1460-9,"Procurement, Acquisition and Construction",2023,"CIO Authority",0.553799
006,"Department of Commerce",006-48-1460-9,"Procurement, Acquisition and Construction",2023,"Budget Authority",0.553799
006,"Department of Commerce",006-48-1460-9,"Procurement, Acquisition and Construction",2023,"Funding Total",0
006,"Department of Commerce",006-60-4358-0,"Network Construction Fund",2023,"CIO Authority",0
006,"Department of Commerce",006-60-4358-0,"Network Construction Fund",2023,"Budget Authority",0
006,"Department of Commerce",006-60-4358-0,"Network Construction Fund",2023,"Funding Total",0
006,"Department of Commerce",006-48-1460-0,"Procurement, Acquisition and Construction",2024,"CIO Authority",97.302151
006,"Department of Commerce",006-48-1460-0,"Procurement, Acquisition and Construction",2024,"Budget Authority",97.302151
006,"Department of Commerce",006-48-1460-0,"Procurement, Acquisition and Construction",2024,"Funding Total",105.762267
006,"Department of Commerce",006-48-1450,"Operations, Research, and Facilities",2024,"CIO Authority",19.1355
006,"Department of Commerce",006-48-1450,"Operations, Research, and Facilities",2024,"Budget Authority",19.1355
006,"Department of Commerce",006-48-1450,"Operations, Research, and Facilities",2024,"Funding Total",13.578741
006,"Department of Commerce",006-06-2050-0,"Economic Development Assistance Programs",2024,"CIO Authority",0
006,"Department of Commerce",006-06-2050-0,"Economic Development Assistance Programs",2024,"Budget Authority",0
006,"Department of Commerce",006-06-2050-0,"Economic Development Assistance Programs",2024,"Funding Total",5.566663
006,"Department of Commerce",006-05-0120-0,"Salaries and Expenses",2024,"CIO Authority",22.467205
006,"Department of Commerce",006-05-0120-0,"Salaries and Expenses",2024,"Budget Authority",1872.038755
006,"Department of Commerce",006-05-0120-0,"Salaries and Expenses",2024,"Funding Total",10.79045
006,"Department of Commerce",006-54-4295-0,"NTIS Revolving Fund",2024,"CIO Authority",9.114
006,"Department of Commerce",006-54-4295-0,"NTIS Revolving Fund",2024,"Budget Authority",31.114
006,"Department of Commerce",006-54-4295-0,"NTIS Revolving Fund",2024,"Funding Total",31.114
006,"Department of Commerce",006-55-0500-0,"Scientific and Technical Research and Services",2024,"CIO Authority",117.921007
006,"Department of Commerce",006-55-0500-0,"Scientific and Technical Research and Services",2024,"Budget Authority",117.921007
006,"Department of Commerce",006-55-0500-0,"Scientific and Technical Research and Services",2024,"Funding Total",117.921007
006,"Department of Commerce",006-55-0515-0,"Construction of Research Facilities",2024,"CIO Authority",3.5
006,"Department of Commerce",006-55-0515-0,"Construction of Research Facilities",2024,"Budget Authority",3.5
006,"Department of Commerce",006-55-0515-0,"Construction of Research Facilities",2024,"Funding Total",3.5
006,"Department of Commerce",006-05-0120,"Salaries and Expenses",2024,"CIO Authority",12.057096
006,"Department of Commerce",006-05-0120,"Salaries and Expenses",2024,"Budget Authority",12.044836
006,"Department of Commerce",006-05-0120,"Salaries and Expenses",2024,"Funding Total",12.057096
006,"Department of Commerce",006-05-0133-0,"Nonrecurring Expenses Fund",2024,"CIO Authority",100.635574
006,"Department of Commerce",006-05-0133-0,"Nonrecurring Expenses Fund",2024,"Budget Authority",40953.8922
006,"Department of Commerce",006-05-0133-0,"Nonrecurring Expenses Fund",2024,"Funding Total",80.441213
006,"Department of Commerce",006-60-0550-0,"Salaries and Expenses",2024,"CIO Authority",16.44867
006,"Department of Commerce",006-60-0550-0,"Salaries and Expenses",2024,"Budget Authority",15.03908
006,"Department of Commerce",006-60-0550-0,"Salaries and Expenses",2024,"Funding Total",31.57922
006,"Department of Commerce",006-55-0520-0,"Creating Helpful Incentives to Produce Semiconductors (CHIPS) for America Fund",2024,"CIO Authority",1.0787
006,"Department of Commerce",006-55-0520-0,"Creating Helpful Incentives to Produce Semiconductors (CHIPS) for America Fund",2024,"Budget Authority",1.0787
006,"Department of Commerce",006-55-0520-0,"Creating Helpful Incentives to Produce Semiconductors (CHIPS) for America Fund",2024,"Funding Total",1.0787
006,"Department of Commerce",006-48-1450-0,"Operations, Research, and Facilities",2024,"CIO Authority",597.116553
006,"Department of Commerce",006-48-1450-0,"Operations, Research, and Facilities",2024,"Budget Authority",623.610033
006,"Department of Commerce",006-48-1450-0,"Operations, Research, and Facilities",2024,"Funding Total",642.088187
006,"Department of Commerce",006-55-0525-0,"Industrial Technology Services",2024,"CIO Authority",0.976293
006,"Department of Commerce",006-55-0525-0,"Industrial Technology Services",2024,"Budget Authority",0.976293
006,"Department of Commerce",006-55-0525-0,"Industrial Technology Services",2024,"Funding Total",0.976293
006,"Department of Commerce",006-06-0125-0,"Salaries and Expenses",2024,"CIO Authority",1.490985
006,"Department of Commerce",006-06-0125-0,"Salaries and Expenses",2024,"Budget Authority",1.490985
006,"Department of Commerce",006-06-0125-0,"Salaries and Expenses",2024,"Funding Total",2.43018
006,"Department of Commerce",006-40-0201-0,"Minority Business Development",2024,"CIO Authority",1.51175
006,"Department of Commerce",006-40-0201-0,"Minority Business Development",2024,"Budget Authority",1.51175
006,"Department of Commerce",006-40-0201-0,"Minority Business Development",2024,"Funding Total",3.394309
006,"Department of Commerce",006-60-4421-0,"First Responder Network Authority",2024,"CIO Authority",18.563008
006,"Department of Commerce",006-60-4421-0,"First Responder Network Authority",2024,"Budget Authority",18.563008
006,"Department of Commerce",006-60-4421-0,"First Responder Network Authority",2024,"Funding Total",30.30199
006,"Department of Commerce",006-51-1006-0,"Salaries and Expenses",2024,"CIO Authority",745.133935
006,"Department of Commerce",006-51-1006-0,"Salaries and Expenses",2024,"Budget Authority",745.133935
006,"Department of Commerce",006-51-1006-0,"Salaries and Expenses",2024,"Funding Total",746.647399
006,"Department of Commerce",006-08-1500-0,"Salaries and Expenses",2024,"CIO Authority",27.959239
006,"Department of Commerce",006-08-1500-0,"Salaries and Expenses",2024,"Budget Authority",3141.026056
006,"Department of Commerce",006-08-1500-0,"Salaries and Expenses",2024,"Funding Total",28.372129
006,"Department of Commerce",006-07-0401-0,"Current Surveys and Programs",2024,"CIO Authority",39.403774
006,"Department of Commerce",006-07-0401-0,"Current Surveys and Programs",2024,"Budget Authority",39.403774
006,"Department of Commerce",006-07-0401-0,"Current Surveys and Programs",2024,"Funding Total",38.289774
006,"Department of Commerce",006-25-1250-0,"Operations and Administration",2024,"CIO Authority",71.557557
006,"Department of Commerce",006-25-1250-0,"Operations and Administration",2024,"Budget Authority",71.557557
006,"Department of Commerce",006-25-1250-0,"Operations and Administration",2024,"Funding Total",71.539781
006,"Department of Commerce",006-07-4512-0,"Census Working Capital Fund",2024,"CIO Authority",334.605735
006,"Department of Commerce",006-07-4512-0,"Census Working Capital Fund",2024,"Budget Authority",334.605739
006,"Department of Commerce",006-07-4512-0,"Census Working Capital Fund",2024,"Funding Total",334.617835
006,"Department of Commerce",006-30-0300-0,"Operations and Administration",2024,"CIO Authority",29.500066
006,"Department of Commerce",006-30-0300-0,"Operations and Administration",2024,"Budget Authority",29.500066
006,"Department of Commerce",006-30-0300-0,"Operations and Administration",2024,"Funding Total",29.199
006,"Department of Commerce",006-07-0450-0,"Periodic Censuses and Programs",2024,"CIO Authority",457.144967
006,"Department of Commerce",006-07-0450-0,"Periodic Censuses and Programs",2024,"Budget Authority",457.144967
006,"Department of Commerce",006-07-0450-0,"Periodic Censuses and Programs",2024,"Funding Total",454.449233
006,"Department of Commerce",006-05-0126-0,"Office of the Inspector General",2024,"CIO Authority",5.94
006,"Department of Commerce",006-05-0126-0,"Office of the Inspector General",2024,"Budget Authority",5.94
006,"Department of Commerce",006-05-0126-0,"Office of the Inspector General",2024,"Funding Total",5.94
006,"Department of Commerce",006-55-4650-0,"Working Capital Fund",2024,"CIO Authority",21.777476
006,"Department of Commerce",006-55-4650-0,"Working Capital Fund",2024,"Budget Authority",21.777476
006,"Department of Commerce",006-55-4650-0,"Working Capital Fund",2024,"Funding Total",20.934845
006,"Department of Commerce",006-05-4511-0,"Working Capital Fund",2024,"CIO Authority",114.382131
006,"Department of Commerce",006-05-4511-0,"Working Capital Fund",2024,"Budget Authority",19321.742594
006,"Department of Commerce",006-05-4511-0,"Working Capital Fund",2024,"Funding Total",135.484968
024,"Department of Homeland Security",024-68-0117,"Operations and Support",2021,"CIO Authority",0
024,"Department of Homeland Security",024-68-0117,"Operations and Support",2021,"Budget Authority",0
024,"Department of Homeland Security",024-68-0117,"Operations and Support",2021,"Funding Total",1.913
024,"Department of Homeland Security",024-20-0200,"Operations and Support",2021,"CIO Authority",0
024,"Department of Homeland Security",024-20-0200,"Operations and Support",2021,"Budget Authority",0
024,"Department of Homeland Security",024-20-0200,"Operations and Support",2021,"Funding Total",22.309
024,"Department of Homeland Security",024-15-0406,"Procurement, Construction, and Improvements",2021,"CIO Authority",0
024,"Department of Homeland Security",024-15-0406,"Procurement, Construction, and Improvements",2021,"Budget Authority",0
024,"Department of Homeland Security",024-15-0406,"Procurement, Construction, and Improvements",2021,"Funding Total",98.958
024,"Department of Homeland Security",024-49-0509,"Operations and Support",2021,"CIO Authority",0
024,"Department of Homeland Security",024-49-0509,"Operations and Support",2021,"Budget Authority",0
024,"Department of Homeland Security",024-49-0509,"Operations and Support",2021,"Funding Total",45.011
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2021,"CIO Authority",0
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2021,"Budget Authority",0
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2021,"Funding Total",4.113
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2021,"CIO Authority",0
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2021,"Budget Authority",0
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2021,"Funding Total",504.917
